[DATETIME_KEY],AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,BCHEUR,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURHUF,EURJPY,EURNZD,EURPLN,EURRUB,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,GOLD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,PLATINUM,SILVER,USDCAD,USDCHF,USDCNH,USDCZK,USDJPY,USDMXN,USDPLN,USDRON,USDRUB,WTI
2020.12.10T14:40:00,1,1,1,2,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,2,-1,1,-2,1,1,-1,-1,-1,1,-2
2020.12.10T14:41:00,-1,-1,2,-1,-1,-2,1,2,2,1,1,1,2,1,1,1,-1,2,1,-1,-2,-2,1,-1,-1,-1,-1,1,2,1,1,-2,-1,1,1,1,2,-2,-1,1,2,-1
2020.12.10T14:42:00,-2,-2,-2,-2,-2,1,-1,-1,-1,2,1,1,2,1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-2,-1,-1,-2,-1
2020.12.10T14:43:00,-2,-1,-2,-1,-1,-1,2,-2,-2,1,-1,1,-1,1,-2,1,1,1,-1,2,-1,2,-2,2,1,2,-2,-1,-2,-2,-1,2,-2,1,1,1,-2,2,1,1,2,-1
2020.12.10T14:44:00,2,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-2,1,2,-1,-2,3,1,-1,-2,-1,-2,-2,-1,-2,2,1,-2,-1,-1,-1,1,2,-1,2,1,1,2,2,-1,2,1
2020.12.10T14:45:00,2,-2,3,1,2,1,-3,2,3,3,3,3,3,-2,3,3,-2,3,3,-1,2,-2,2,-1,2,-2,2,-2,3,2,2,1,-2,-3,-2,-3,2,-3,-3,-2,-3,-1
2020.12.10T14:46:00,-2,-1,2,-2,-1,1,-1,2,2,1,-1,1,1,-1,2,-2,-1,-2,1,1,-1,-1,1,-2,-1,-2,2,2,2,2,-1,-1,-2,-1,-2,1,2,-1,-1,-1,-2,2
2020.12.10T14:47:00,2,-2,-2,-2,2,-2,-2,-3,-1,2,2,2,-2,-2,1,2,-1,2,2,3,3,3,3,3,3,2,2,-1,-2,2,2,3,-1,-2,-2,-2,-3,-3,-2,-2,-2,-2
2020.12.10T14:48:00,-2,1,-2,1,-2,1,2,1,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,2,2,2,2,2,2,2,2,2,-1
2020.12.10T14:49:00,1,1,1,2,1,1,1,1,-1,2,2,2,2,2,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-2,-1,-1,1
2020.12.10T14:50:00,-1,2,1,2,-1,-1,2,1,-2,-2,-2,-1,-1,-1,-2,-2,1,-2,-2,-1,-1,1,-1,-1,-1,-1,-2,1,-1,-2,-2,-2,1,2,2,2,1,2,1,1,1,-1
2020.12.10T14:51:00,-1,-1,1,-1,2,1,-1,1,1,-1,-1,-2,-2,-1,-1,-1,-1,1,1,2,2,2,2,2,2,-1,1,1,1,2,1,1,-2,-2,1,1,-2,-2,-1,-1,1,-1
2020.12.10T14:52:00,-2,-2,-2,-1,-2,2,2,1,-1,-2,-2,-2,-2,2,-2,-2,1,-2,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,1,1
2020.12.10T14:53:00,-2,-1,-1,2,-1,1,2,2,1,-1,-2,-2,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-2,-2,-1,-2,-1,1,-2,1,2,1,1,1,1,1,-1,-1
2020.12.10T14:54:00,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,-1,1,2,-1,1,1,2,1,2,2,1,1,2,2,2,-1,-2,-2,-2,-2,-1,-2,-2,-2,-2,2
2020.12.10T14:55:00,2,-2,1,-2,1,1,-2,-1,2,2,2,2,-2,-1,2,2,-1,2,2,2,2,2,2,2,2,-2,2,-2,2,2,-2,-2,2,-2,-2,-2,1,-2,-2,-1,1,1
2020.12.10T14:56:00,-2,-2,-1,1,2,-1,1,1,1,1,-1,-2,1,2,-1,1,-1,-1,2,-1,-2,-2,-2,1,1,2,-2,-2,-2,2,1,1,-3,-2,-2,-2,-2,-2,-1,-1,-2,1
2020.12.10T14:57:00,-2,1,-1,-2,1,-1,2,2,-1,-1,-2,-1,-2,-1,-1,-2,1,-1,-1,2,1,2,2,2,2,-2,-1,2,1,1,-1,2,-2,1,1,2,-1,-1,1,1,-1,-2
2020.12.10T14:58:00,1,1,-2,2,-2,2,1,-2,-2,-1,-1,-1,-1,1,-2,-1,-1,-1,-2,-1,-1,1,-2,1,-2,1,-2,-1,-2,-2,-2,1,2,2,1,2,1,1,1,1,2,-1
2020.12.10T14:59:00,1,2,1,-1,2,-1,2,-1,-1,-2,-1,-1,-1,1,-1,-2,1,-2,-1,-1,1,1,1,-1,1,1,2,2,1,2,2,2,-2,1,2,1,-1,1,1,1,-1,-1
2020.12.10T15:00:00,2,-2,-1,-1,1,-2,-2,-2,2,1,2,-2,-2,1,1,-1,1,-1,1,2,2,1,2,2,2,1,2,-2,1,1,2,-2,2,-2,-2,-1,-2,-2,-1,-1,-2,-1
